DroneID,Time,X,Z
Agent 5,4.501684,-8.064532,-2.096195
Agent 6,4.501684,-11.87054,0.9867442
Agent 7,4.501684,-6.967659,-0.7764628
Agent 0,5.001659,-4.897909,1.670715
Agent 1,5.001659,-12.52737,1.955509
Agent 2,5.001659,-15.62549,1.836965
Agent 3,5.001659,-14.09511,-3.496098
Agent 4,5.001659,-9.989764,-0.380772
Agent 5,5.001659,-8.665512,-2.10944
Agent 6,5.001659,-12.86916,1.351717
Agent 7,5.001659,-8.397929,-0.7744834
Agent 0,5.501983,-5.236155,2.345092
Agent 1,5.501983,-14.12714,1.983356
Agent 2,5.501983,-17.36381,1.896567
Agent 3,5.501983,-15.60053,-3.182445
Agent 4,5.501983,-11.39165,-0.3144441
Agent 5,5.501983,-9.513912,-2.130554
Agent 6,5.501983,-13.55363,1.665708
Agent 7,5.501983,-9.97749,-0.7607796
Agent 0,6.000601,-5.589531,2.834046
Agent 1,6.000601,-15.35735,2.015428
Agent 2,6.000601,-18.93275,2.049081
Agent 3,6.000601,-16.88835,-2.835047
Agent 4,6.000601,-12.60857,-0.06024832
Agent 5,6.000601,-10.48809,-2.129803
Agent 6,6.000601,-14.0428,2.323119
Agent 7,6.000601,-11.46635,-0.6964893
Agent 0,6.500081,-5.962358,3.126337
Agent 1,6.500081,-16.16326,2.045083
Agent 2,6.500081,-20.40213,2.334665
Agent 3,6.500081,-18.08598,-2.511494
Agent 4,6.500081,-13.6924,0.4413489
Agent 5,6.500081,-11.35333,-2.027118
Agent 6,6.500081,-14.45237,3.624582
Agent 7,6.500081,-12.78562,-0.5251915
Agent 0,7.0021,-6.343971,3.29598
Agent 1,7.0021,-16.83883,2.091208
Agent 2,7.0021,-21.80862,2.766682
Agent 3,7.0021,-19.34211,-2.193028
Agent 4,7.0021,-14.7437,1.015196
Agent 5,7.0021,-11.95026,-1.735316
Agent 6,7.0021,-14.79895,5.349999
Agent 7,7.0021,-14.07469,-0.2284935
Agent 0,7.500916,-6.710767,3.391723
Agent 1,7.500916,-17.85491,2.185556
Agent 2,7.500916,-23.10562,3.316558
Agent 3,7.500916,-20.64507,-1.817296
Agent 4,7.500916,-15.70068,1.441822
Agent 5,7.500916,-12.32518,-1.201078
Agent 6,7.500916,-15.04842,6.922334
Agent 7,7.500916,-15.52055,0.1454445
Agent 0,8.000089,-7.035197,3.44424
Agent 1,8.000089,-19.40268,2.404389
Agent 2,8.000089,-24.22651,3.937729
Agent 3,8.000089,-21.83154,-1.350785
Agent 4,8.000089,-16.43176,1.799069
Agent 5,8.000089,-12.58095,-0.4144272
Agent 6,8.000089,-15.23862,7.96589
Agent 7,8.000089,-17.09663,0.4747759
Agent 0,8.500087,-7.292078,3.472834
Agent 1,8.500087,-21.15011,2.782912
Agent 2,8.500087,-25.13575,4.602897
Agent 3,8.500087,-22.74633,-0.8200328
Agent 4,8.500087,-16.90487,2.369925
Agent 5,8.500087,-12.85263,0.6054192
Agent 6,8.500087,-15.49893,8.598986
Agent 7,8.500087,-18.53498,0.6925313
Agent 0,9.000964,-7.465179,3.48939
Agent 1,9.000964,-22.69408,3.2387
Agent 2,9.000964,-25.82048,5.313605
Agent 3,9.000964,-23.34328,-0.2772693
Agent 4,9.000964,-17.22847,3.405827
Agent 5,9.000964,-13.25125,1.767664
Agent 6,9.000964,-15.98027,8.971216
Agent 7,9.000964,-19.59286,0.9053355
Agent 0,9.501579,-7.571625,3.499528
Agent 1,9.501579,-23.91016,3.670656
Agent 2,9.501579,-26.27162,6.081394
Agent 3,9.501579,-23.7002,0.2424209
Agent 4,9.501579,-17.51922,4.831093
Agent 5,9.501579,-13.7597,2.922945
Agent 6,9.501579,-16.76832,9.175297
Agent 7,9.501579,-20.2641,1.326216
Agent 0,10.00069,-7.636712,3.505773
Agent 1,10.00069,-24.90817,4.066559
Agent 2,10.00069,-26.5684,6.904307
Agent 3,10.00069,-23.90949,0.7298318
Agent 4,10.00069,-17.87502,6.219066
Agent 5,10.00069,-14.27685,3.963845
Agent 6,10.00069,-17.8032,9.271111
Agent 7,10.00069,-20.7073,2.20332
Agent 0,10.5003,-7.676511,3.509631
Agent 1,10.5003,-25.69633,4.476941
Agent 2,10.5003,-26.97298,7.776261
Agent 3,10.5003,-24.02873,1.194203
Agent 4,10.5003,-18.32556,7.208423
Agent 5,10.5003,-14.73387,4.858175
Agent 6,10.5003,-18.88369,9.308302
Agent 7,10.5003,-21.05941,3.559767
Agent 0,11.00019,-7.700856,3.51203
Agent 1,11.00019,-26.19416,4.96641
Agent 2,11.00019,-27.85315,8.694496
Agent 3,11.00019,-24.09279,1.652391
Agent 4,11.00019,-18.85502,7.806312
Agent 5,11.00019,-15.14256,5.59538
Agent 6,11.00019,-19.76681,9.320473
Agent 7,11.00019,-21.39063,5.097994
Agent 0,11.50108,-7.715758,3.513532
Agent 1,11.50108,-26.4852,5.626405
Agent 2,11.50108,-29.07507,9.559622
Agent 3,11.50108,-24.12887,2.118086
Agent 4,11.50108,-19.43159,8.166189
Agent 5,11.50108,-15.56977,6.131786
Agent 6,11.50108,-20.34223,9.362028
Agent 7,11.50108,-21.72608,6.500669
Agent 0,12.00018,-7.724885,3.514484
Agent 1,12.00018,-26.64521,6.507565
Agent 2,12.00018,-29.91759,10.12808
Agent 3,12.00018,-24.18581,2.595603
Agent 4,12.00018,-20.01239,8.464043
Agent 5,12.00018,-16.09308,6.457597
Agent 6,12.00018,-20.7079,9.555479
Agent 7,12.00018,-22.09416,7.642923
Agent 0,12.50124,-7.730484,3.5151
Agent 1,12.50124,-26.73639,7.564987
Agent 2,12.50124,-30.43295,10.4758
Agent 3,12.50124,-24.34866,3.078311
Agent 4,12.50124,-20.46978,8.771568
Agent 5,12.50124,-16.76195,6.641376
Agent 6,12.50124,-20.96652,10.10125
Agent 7,12.50124,-22.58756,8.460633
Agent 0,13.00118,-7.733928,3.515508
Agent 1,13.00118,-26.97274,8.705299
Agent 2,13.00118,-30.74795,10.68839
Agent 3,13.00118,-24.70587,3.552085
Agent 4,13.00118,-20.75888,9.009354
Agent 5,13.00118,-17.56595,6.736408
Agent 6,13.00118,-21.17933,11.07683
Agent 7,13.00118,-23.30461,8.957832
Agent 0,13.50198,-7.736054,3.51579
Agent 1,13.50198,-27.66923,9.818958
Agent 2,13.50198,-30.94051,10.81832
Agent 3,13.50198,-25.27483,4.006082
Agent 4,13.50198,-20.93595,9.156811
Agent 5,13.50198,-18.43848,6.778186
Agent 6,13.50198,-21.35038,12.14081
Agent 7,13.50198,-24.26828,9.243164
Agent 0,14.0001,-7.737376,3.515995
Agent 1,14.0001,-28.36896,10.61093
Agent 2,14.0001,-31.05822,10.89776
Agent 3,14.0001,-25.94654,4.444995
Agent 4,14.0001,-21.04528,9.257135
Agent 5,14.0001,-19.29293,6.791692
Agent 6,14.0001,-21.4627,12.86046
Agent 7,14.0001,-25.3958,9.487263
Agent 0,14.50008,-7.738206,3.516151
Agent 1,14.50008,-28.8026,11.09671
Agent 2,14.50008,-31.13014,10.94634
Agent 3,14.50008,-26.51126,4.889225
Agent 4,14.50008,-21.12565,9.456497
Agent 5,14.50008,-20.05032,6.790109
Agent 6,14.50008,-21.59191,13.29776
Agent 7,14.50008,-26.48578,9.956171
Agent 0,15.0012,-7.738737,3.516278
Agent 1,15.0012,-29.0676,11.39361
Agent 2,15.0012,-31.17411,10.97602
Agent 3,15.0012,-26.86148,5.372781
Agent 4,15.0012,-21.23145,10.14091
Agent 5,15.0012,-20.66136,6.782685
Agent 6,15.0012,-21.98262,13.54063
Agent 7,15.0012,-27.30031,10.60596
Agent 0,15.50009,-7.739082,3.516385
Agent 1,15.50009,-29.22961,11.57504
Agent 2,15.50009,-31.20094,10.99416
Agent 3,15.50009,-27.06187,5.935815
Agent 4,15.50009,-21.38968,11.45413
Agent 5,15.50009,-21.12354,6.790562
Agent 6,15.50009,-22.93266,13.63254
Agent 7,15.50009,-27.80635,11.05483
Agent 0,16.00169,-7.739316,3.516482
Agent 1,16.00169,-29.32859,11.68595
Agent 2,16.00169,-31.21734,11.00521
Agent 3,16.00169,-27.16799,6.596657
Agent 4,16.00169,-21.52631,12.59032
Agent 5,16.00169,-21.47052,6.972518
Agent 6,16.00169,-24.45962,13.62275
Agent 7,16.00169,-28.11569,11.32952
Agent 0,16.50008,-7.739481,3.516571
Agent 1,16.50008,-29.38914,11.7537
Agent 2,16.50008,-31.22738,11.01193
Agent 3,16.50008,-27.26016,7.34482
Agent 4,16.50008,-21.66643,13.28976
Agent 5,16.50008,-21.74629,7.593075
Agent 6,16.50008,-26.24957,13.56157
Agent 7,16.50008,-28.30476,11.49739
Agent 0,17.00148,-7.739603,3.516657
Agent 1,17.00148,-29.42616,11.79517
Agent 2,17.00148,-31.23351,11.01608
Agent 3,17.00148,-27.60762,8.163521
Agent 4,17.00148,-21.98636,13.69554
Agent 5,17.00148,-21.9947,8.711115
Agent 6,17.00148,-27.85393,13.48744
Agent 7,17.00148,-28.42034,11.60005
Agent 0,17.50139,-7.739701,3.516738
Agent 1,17.50139,-29.44877,11.82051
Agent 2,17.50139,-31.23731,11.01857
Agent 3,17.50139,-28.42675,9.015848
Agent 4,17.50139,-22.75381,13.88695
Agent 5,17.50139,-22.25519,9.972853
Agent 6,17.50139,-28.8744,13.43942
Agent 7,17.50139,-28.49092,11.66279
Agent 0,18.00143,-7.739781,3.516819
Agent 1,18.00143,-29.46261,11.83601
Agent 2,18.00143,-31.2396,11.02014
Agent 3,18.00143,-29.22894,9.681267
Agent 4,18.00143,-24.1387,13.91743
Agent 5,18.00143,-22.56048,10.88497
Agent 6,18.00143,-29.49833,13.41013
Agent 7,18.00143,-28.53408,11.70115
Agent 0,18.50108,-7.739853,3.516898
Agent 1,18.50108,-29.47101,11.84552
Agent 2,18.50108,-31.24102,11.02112
Agent 3,18.50108,-29.72559,10.09185
Agent 4,18.50108,-25.99722,13.8383
Agent 5,18.50108,-22.97838,11.43775
Agent 6,18.50108,-29.87968,13.39217
Agent 7,18.50108,-28.56044,11.72458
Agent 0,19.00108,-7.739921,3.516977
Agent 1,19.00108,-29.47616,11.85128
Agent 2,19.00108,-31.24186,11.0217
Agent 3,19.00108,-30.02918,10.34278
Agent 4,19.00108,-27.86384,13.69989
Agent 5,19.00108,-23.60491,11.76031
Agent 6,19.00108,-30.11278,13.38122
Agent 7,19.00108,-28.57654,11.7389
Agent 0,19.50148,-7.739981,3.517056
Agent 1,19.50148,-29.47928,11.85481
Agent 2,19.50148,-31.24235,11.0221
Agent 3,19.50148,-30.21472,10.49618
Agent 4,19.50148,-29.10055,13.60042
Agent 5,19.50148,-24.5062,11.92943
Agent 6,19.50148,-30.2552,13.37451
Agent 7,19.50148,-28.58645,11.74762
