DroneID,Time,X,Z
Agent 7,6.501159,2.507118,20.43747
Agent 0,7.000269,0.1236944,19.7957
Agent 1,7.000269,1.268068,23.78337
Agent 2,7.000269,0.7725267,10.34867
Agent 3,7.000269,-3.673666,18.43809
Agent 4,7.000269,2.132826,33.38669
Agent 5,7.000269,1.460079,15.04386
Agent 6,7.000269,-1.147842,29.19906
Agent 7,7.000269,2.581839,22.79633
Agent 0,7.500473,0.1484814,23.96726
Agent 1,7.500473,1.21238,27.82164
Agent 2,7.500473,0.6063967,13.1312
Agent 3,7.500473,-3.673666,21.69179
Agent 4,7.500473,1.959969,37.04816
Agent 5,7.500473,1.471109,16.14025
Agent 6,7.500473,-1.147842,32.98794
Agent 7,7.500473,2.630337,24.29958
Agent 0,8.000171,0.2180777,28.12723
Agent 1,8.000171,1.105139,31.93144
Agent 2,8.000171,0.4787941,15.25752
Agent 3,8.000171,-3.673666,25.39751
Agent 4,8.000171,1.765148,40.82365
Agent 5,8.000171,1.532901,19.0799
Agent 6,8.000171,-1.147842,36.97562
Agent 7,8.000171,2.682369,25.59353
Agent 0,8.500977,0.2796106,32.38135
Agent 1,8.500977,1.020862,35.84439
Agent 2,8.500977,0.381362,16.91552
Agent 3,8.500977,-3.673666,29.18374
Agent 4,8.500977,1.608401,44.25946
Agent 5,8.500977,1.663533,22.80751
Agent 6,8.500977,-1.147842,40.8439
Agent 7,8.500977,2.745239,27.0414
Agent 0,9.001444,0.2900238,36.19802
Agent 1,9.001444,0.9778395,39.84747
Agent 2,9.001444,0.2003765,19.56882
Agent 3,9.001444,-3.673666,32.75959
Agent 4,9.001444,1.474545,47.98011
Agent 5,9.001444,1.767845,25.57532
Agent 6,9.001444,-1.147842,44.63186
Agent 7,9.001444,2.836708,29.13174
Agent 0,9.500423,0.2764769,38.98578
Agent 1,9.500423,0.9671965,43.98398
Agent 2,9.500423,-0.05263329,22.71393
Agent 3,9.500423,-3.673666,36.55371
Agent 4,9.500423,1.38506,51.86089
Agent 5,9.500423,1.871426,28.5447
Agent 6,9.500423,-1.147842,48.56065
Agent 7,9.500423,2.9568,32.21016
