5,4,2,9,18,0.5247415
5,4,2,9,18,0.5043466
5,4,2,9,18,0.5514485
5,4,2,9,18,0.5252482
5,4,2,9,18,0.5493252
5,4,2,9,18,0.5255711
5,4,2,9,18,0.5320675
5,4,2,9,18,0.5287076
5,4,2,9,18,0.5489888
5,4,2,9,18,0.5142723
8,18,12,9,6,0.5220917
8,18,13,9,6,0.5557311
8,18,13,9,5,0.537181
8,17,13,9,5,0.5060078
8,17,13,9,4,0.5527154
8,17,12,9,4,0.5199775
9,17,12,9,4,0.4704462
8,17,12,9,4,0.5405641
8,17,12,9,3,0.4945856
8,17,12,9,4,0.5457894
8,17,13,9,4,0.5165306
9,17,13,9,4,0.5541162
10,17,13,9,4,0.499444
10,16,13,9,4,0.5298574
11,16,13,9,4,0.5116436
11,16,12,9,4,0.5122128
11,16,12,10,4,0.5130989
11,15,12,10,4,0.5380594
11,15,12,10,3,0.5340204
11,15,12,11,3,0.5265296
11,15,11,11,3,0.5186095
11,15,11,11,2,0.532643
11,15,10,11,2,0.5453904
11,14,10,11,2,0.5506616
10,14,10,11,2,0.5284039
10,15,10,11,2,0.5635139
10,15,10,10,2,0.5145777
10,16,10,10,2,0.5302051
9,16,10,10,2,0.521611
9,15,10,10,2,0.5472891
9,15,10,11,2,0.5048913
9,14,10,11,2,0.5024559
10,14,10,11,2,0.5451174
9,14,10,11,2,0.5266345
9,14,10,10,2,0.5595678
9,15,10,10,2,0.5516422
9,15,10,10,1,0.4948812
10,15,10,10,1,0.5049787
10,16,10,10,1,0.4997708
10,16,9,10,1,0.4949518
10,16,9,11,1,0.5431112
10,16,9,12,1,0.5147533
11,16,9,12,1,0.542594
11,16,9,11,1,0.5373909
11,16,10,11,1,0.5083833
11,16,10,12,1,0.4858586
11,17,10,12,1,0.5345657
11,17,10,13,1,0.4939768
11,18,10,13,1,0.5287759
11,18,9,13,1,0.5173038
11,17,9,13,1,0.5332799
11,17,10,13,1,0.4960285
11,18,10,13,1,0.5160962
11,19,10,13,1,0.5384996
11,19,9,13,1,0.5284889
11,19,8,13,1,0.5228288
11,19,8,12,1,0.5126902
