DroneReached,DroneLost,DroneDead,TimeReached,Collisions,Sigma
---COLLISION RUN 1---
5,0,2,22.61831,29,14.92039
5,0,2,22.64758,40,13.13608
4,0,2,18.61823,81,16.82558
4,0,3,19.42055,17,14.26069
3,0,4,24.41302,38,13.27645
3,0,4,20.8696,32,14.42933
5,0,2,21.59754,47,12.26718
5,0,2,21.37536,25,13.00597
4,0,3,24.28369,55,13.5345
4,0,3,27.80303,34,12.49468
4,0,2,19.40442,39,16.99815
5,0,2,23.9745,27,14.64423
4,0,2,25.72369,45,11.65324
4,0,2,24.13857,31,13.43079
4,0,3,29.06082,208,10.83386
4,0,3,23.91267,54,13.55622
5,0,2,23.58197,23,13.76798
5,0,2,21.86092,27,10.91634
5,0,2,27.44282,45,9.406318
5,0,2,23.84478,24,11.59785
5,0,2,22.93152,22,11.41498
4,0,3,26.47013,27,12.48168
5,0,2,23.71259,22,12.75964
4,0,3,24.58873,95,14.18521
4,0,3,21.79724,45,14.84703
6,0,1,24.87542,25,10.26907
4,0,3,20.679,62,15.14589
6,0,1,23.73137,33,10.27502
4,0,3,24.76319,30,14.84128
4,0,2,23.60022,32,14.34533
4,0,3,25.85184,18,12.98659
5,0,2,29.49654,23,7.830814
4,0,3,26.59012,75,13.55967
4,0,3,25.73566,45,12.30584
4,0,2,23.47223,27,14.61612
4,0,3,20.06933,37,15.31488
5,0,2,26.32514,33,11.20874
5,0,2,22.73508,25,14.33894
4,0,3,24.35379,62,15.29992
5,0,2,23.11137,13,11.26475
4,0,3,23.37982,38,13.53846
5,0,2,25.06302,33,12.62002
5,0,2,21.24466,28,13.0811
4,0,3,25.3303,34,14.08533
4,0,3,26.9315,51,11.73685
4,0,3,22.9716,56,13.91162
4,0,3,21.85395,88,13.80626
4,0,3,24.78032,32,14.95869
5,0,3,23.58181,49,14.08327
4,0,3,19.10433,33,16.28011
4,0,3,21.42678,41,12.4907
4,0,3,24.42934,56,12.22121
5,0,2,22.26568,47,13.98468
5,0,2,25.21218,26,12.26415
5,0,2,23.43829,79,14.32068
5,0,2,25.16733,34,13.24458
5,0,2,22.52329,30,13.71302
5,0,2,23.55245,29,13.05823
4,0,3,26.06746,233,14.18291
4,0,3,21.77401,30,14.9369
5,0,2,23.78006,39,12.61011
5,0,2,22.92512,27,13.68468
5,0,1,22.52015,99,11.63262
5,0,1,22.76843,22,13.01923
4,0,3,24.0525,44,12.25719
3,0,3,21.52475,33,14.84472
4,0,2,23.61892,31,13.57535
5,0,2,22.55767,53,14.88052
5,0,2,26.92966,34,12.13346
5,0,2,21.75141,49,12.46514
5,0,2,22.98318,29,13.9382
5,0,2,23.28241,42,13.09591
4,0,3,22.20867,30,14.18262
4,0,3,25.45218,44,13.94259
5,0,2,23.01662,48,12.94078
5,0,2,23.60352,34,11.42765
3,0,4,28.86843,93,12.74677
5,0,2,23.17868,47,12.88132
5,0,2,23.68843,35,11.60772
5,0,2,21.72695,19,14.8398
5,0,2,23.42646,46,13.82397
5,0,2,23.37688,35,14.32874
6,0,1,23.107,36,11.96808
5,0,2,23.40498,17,13.39261
5,0,2,23.19082,38,12.60139
5,0,2,22.14647,29,13.80164
5,0,2,25.34965,42,13.55127
4,0,3,27.13031,38,11.73781
4,0,2,27.57557,39,12.48811
5,0,3,22.50017,49,13.90539
5,0,2,22.79396,21,13.0554
4,0,2,23.68812,45,14.81924
5,0,2,27.52792,35,11.03759
5,0,2,23.77782,21,13.03275
5,0,2,25.25886,39,13.17029
5,0,2,23.23567,21,13.48445
5,0,1,22.70936,24,12.99586
5,0,2,24.59752,53,10.98825
5,0,2,23.24137,60,12.97062
6,0,1,22.75875,92,11.35684
6,0,1,22.21206,30,10.99711
6,0,1,22.2559,52,11.42542
6,0,1,23.14486,35,10.2684

4,0,3,21.36981,44,13.46447
5,0,2,14.66733,137,15.07384
5,0,2,13.03953,75,16.80622
6,0,1,12.55804,75,16.18322
4,0,3,13.1452,31,19.77035
4,0,3,14.23009,47,17.79185
4,0,3,15.97661,63,17.16497
7,0,1,14.20605,24,10.01825
5,0,2,12.87844,39,17.16295
5,0,2,11.4962,119,18.50781
5,0,2,14.74481,105,17.26577
4,0,3,20.76116,60,15.80017
4,0,3,16.05556,34,17.42093
4,0,3,19.67301,46,15.96916
4,0,3,15.32152,28,18.94398
5,0,2,17.14843,21,15.54062
5,0,2,19.48381,26,13.79532
5,0,2,22.68122,88,13.83521
5,0,2,18.41126,25,14.99241
5,0,2,23.25693,25,13.46098
3,0,4,20.78871,38,17.32856
5,0,2,24.01765,25,13.3536
4,0,3,23.31693,47,14.62182
5,0,2,22.82854,79,13.55651
5,0,2,25.63778,42,12.51042
5,0,2,27.09573,21,12.00993
4,0,3,23.8267,58,12.24107
5,0,2,22.87288,28,14.27926
5,0,2,26.82151,100,12.47228
5,0,2,27.58665,37,12.02852
4,0,3,22.79896,40,16.02534
5,0,2,23.12575,76,14.70248
5,0,2,23.60536,36,14.42637
4,0,3,26.96649,41,14.00878
5,0,2,23.93585,63,15.31518
4,0,2,26.72381,47,12.55258
4,0,3,23.08315,68,14.51666
4,0,3,24.40212,33,12.58855
4,0,3,23.86873,60,13.79537
5,0,2,24.13469,33,12.51742
4,0,3,30.65753,26,11.69723
5,0,2,23.02322,93,13.38431
4,0,3,24.4452,28,14.70896
4,0,3,22.63531,22,14.16657
4,0,3,24.72496,47,13.92029
4,0,3,25.32812,46,14.64085
4,0,3,24.47201,36,13.91165
5,0,2,23.15787,69,13.25824
5,0,2,21.2097,326,14.46505
4,0,3,24.16408,37,14.27266
5,0,2,28.93253,42,11.79439
4,0,3,25.38173,42,13.96113
5,0,2,20.63384,39,14.02932
5,0,2,13.01737,54,16.5544
5,0,1,13.47288,25,16.68977
3,0,4,26.59258,31,13.48104
4,0,3,23.13343,26,15.94731
6,0,1,23.02274,30,11.4415
6,0,2,24.56751,55,11.71798
4,0,3,22.61796,69,15.44771
4,0,3,27.67684,66,14.01013
5,0,2,24.5362,32,11.39049
5,0,2,22.09363,34,14.37979
5,0,2,21.4054,55,15.81414
5,0,2,20.83573,30,15.6426
3,0,4,24.8892,28,15.0002
4,0,3,26.15808,30,12.10576
5,0,2,22.9581,29,10.54009
5,0,2,22.49776,23,14.6673
4,0,3,23.04466,43,12.27653
4,0,3,22.38005,85,14.08332
5,0,2,21.77172,50,14.65412
5,0,2,20.67794,31,14.44512
5,0,1,21.73455,43,14.87953
5,0,2,21.45209,44,13.72235
4,0,3,27.2384,35,12.89525
5,0,2,21.37833,59,13.40441
5,0,3,22.38394,26,15.12976
4,0,3,22.50577,33,15.43911
4,0,3,23.94136,27,12.09636
5,0,2,28.82156,333,7.219865
5,0,2,23.10852,41,13.62536
4,0,3,22.97155,37,14.31124
6,0,1,21.68088,54,12.78632
5,0,2,21.19949,37,15.42751
5,0,2,22.63337,54,14.89539
5,0,2,22.26415,28,15.49081
4,0,3,21.73376,47,15.59899
5,0,2,20.07145,48,13.03612
5,0,2,19.40126,50,14.33502
5,0,2,24.46391,33,11.05533
5,0,2,22.28085,55,15.46464
6,0,1,19.91446,413,14.16834
5,0,2,21.35659,39,14.38968
5,0,2,22.49605,23,13.76509
5,0,2,24.88783,263,12.68443
5,0,2,22.27458,38,14.55398
4,0,3,23.48094,55,12.4987
5,0,2,21.88877,33,13.03601
5,0,2,21.59679,25,14.14318
5,0,2,21.77122,47,11.85392
5,0,3,21.15272,24,14.83863
5,0,2,21.04058,29,14.24196
5,0,2,20.18921,42,14.44747
5,0,2,20.74913,39,12.43982
5,0,2,21.1334,34,13.48178
5,0,2,22.40493,21,12.2179
5,0,2,24.51644,46,13.91977
5,0,2,24.66079,30,12.84655
5,0,2,23.42885,37,13.64562
5,0,2,26.7499,31,10.57401
4,0,3,24.98884,34,12.35106
4,0,3,24.25944,72,15.63659
5,0,2,22.32132,16,14.34536
4,0,3,28.07227,22,11.4915
4,0,3,22.9295,141,15.34108
5,0,2,29.29222,25,11.01868
6,0,2,23.42082,40,12.21577
6,0,1,23.45817,37,11.229
6,0,1,23.63615,66,10.22073
6,0,1,21.3318,55,11.70748
4,0,3,27.73269,41,13.01294
4,0,3,28.24292,60,11.84297
6,0,1,22.29136,41,13.16759
5,0,2,22.05392,122,13.48813
6,0,1,22.98143,39,12.11942
5,0,2,24.2326,22,12.17491
5,0,2,24.67698,25,11.68386
5,0,2,22.49478,20,13.95061
5,0,1,22.34165,31,12.9653
5,0,2,23.44247,24,13.23521
4,0,3,29.03828,50,12.4335
5,0,2,21.99521,39,14.55874
5,0,2,24.26714,270,12.88604
3,0,3,27.53315,29,14.34602
4,0,3,23.96279,47,13.35059
5,0,2,22.69207,32,12.49647
5,0,2,21.2551,19,13.79451
5,0,1,22.78301,23,12.11037
5,0,2,22.69974,60,13.28441
5,0,2,24.01334,20,14.34327
4,0,3,25.23697,79,13.46898
5,0,2,21.09772,34,14.08495
5,0,2,24.64184,37,14.4074
5,0,2,23.73406,41,14.4579
5,0,2,26.96986,46,11.00359
5,0,2,24.50848,36,13.85329
5,0,2,23.22155,23,13.48913
5,0,2,22.81652,19,13.69838
5,0,2,23.94366,50,11.67761
5,0,2,22.45988,58,13.94101
4,0,3,22.59834,37,15.42058
4,0,3,23.3157,164,14.52762
4,0,3,24.01305,35,14.63428
4,0,3,23.81828,223,13.86865
4,0,3,22.58185,47,15.16715
5,0,2,24.33598,74,11.73233
4,0,3,28.02287,41,12.101
4,0,3,27.28285,96,11.46333
4,0,3,22.57922,45,14.52398
5,0,2,21.85274,33,15.42398
5,0,2,23.26615,135,13.60529
5,0,2,22.58743,46,13.30167
5,0,1,23.84002,50,10.84421
3,0,4,29.24161,49,11.17738
5,0,2,23.7518,52,12.29592
5,0,2,24.45972,33,11.68227
5,0,2,22.65066,28,13.67784
4,0,3,25.80991,25,11.84171
5,0,2,22.1603,32,14.024
6,0,1,22.08891,29,12.91063
5,0,3,26.71767,22,10.36066
5,0,2,23.40325,32,13.65362
5,0,2,23.62696,85,12.65226
5,0,2,22.09228,26,13.4868
5,0,3,22.44328,45,13.87361
5,0,2,22.70624,44,14.77047
5,0,2,22.68382,39,15.08462
4,0,2,22.01334,24,15.30595
5,0,2,24.19363,31,14.52696
5,0,2,21.96334,43,14.10188
5,0,2,24.02839,37,13.13343
5,0,2,22.08445,32,13.62262
4,0,3,25.63913,84,11.62916
5,0,2,23.86438,48,13.71906
5,0,2,22.07253,42,15.38194
5,0,2,21.63359,21,12.39469
5,0,2,22.50896,31,13.67602
5,0,2,23.55797,38,13.10763
5,0,2,22.55232,38,13.00512
4,0,3,23.50723,112,13.70497
6,0,1,22.93324,30,10.41392
5,0,2,23.24324,40,14.26664
5,0,2,21.44242,39,15.15509
5,0,2,21.13705,42,15.37198
6,0,1,23.20926,51,10.52885
5,0,2,20.98903,29,13.14597
5,0,2,20.95896,66,15.14039
5,0,2,22.148,40,14.54622
5,0,2,21.95974,38,12.988
4,0,3,23.76225,36,13.15439
5,0,2,21.3239,32,15.16019
5,0,2,22.62796,34,12.0525
4,0,3,23.19577,43,13.40407
4,0,3,25.5824,106,10.54858
5,0,2,22.01882,51,14.60077
5,0,2,24.84915,33,10.34033
5,0,2,22.41635,35,14.63939
5,0,2,23.48175,45,13.464
4,0,3,26.20524,24,10.00685
5,0,2,20.81485,129,15.2176
4,0,3,26.06052,43,12.9474
4,0,3,23.47838,60,15.27701
5,0,2,22.86599,28,14.77691
4,0,3,22.02866,27,14.92108
4,0,4,23.58371,30,14.61299
5,0,2,21.33126,30,15.09055
5,0,2,23.44909,44,12.7157
5,0,2,22.78815,34,12.19624
5,0,2,22.43522,42,12.6443
5,0,2,22.64524,27,15.0511
5,0,2,23.58261,38,13.64832
5,0,3,21.41116,44,14.767
5,0,1,22.45193,47,12.04693
5,0,2,24.04362,25,12.61872
5,0,2,22.43473,80,12.29856
5,0,2,24.84168,163,14.35927
5,0,2,22.81206,337,12.15429
5,0,2,22.70683,41,14.28105
5,0,2,24.1048,84,14.76967
5,0,2,25.9139,57,13.03751
5,0,2,24.24404,82,13.83556
5,0,2,27.4166,56,12.46551
6,0,1,24.67742,30,12.4983
5,0,2,21.17205,33,13.20729
5,0,2,23.05784,18,14.0412
5,0,3,25.84169,63,11.52361
5,0,2,21.74906,39,13.87415
5,0,2,23.25162,89,12.67397
5,0,2,25.28645,23,12.17793
5,0,3,22.55577,36,13.76954
5,0,2,22.25231,44,13.11248
5,0,2,23.19867,37,15.20219
5,0,2,22.39105,43,13.10659
5,0,2,22.57826,37,11.27654
6,0,1,23.91355,23,12.01196

5,0,2,24.33192,36,13.54409
5,0,2,21.47191,70,11.75682
5,0,2,20.73672,45,12.9397
5,0,2,23.40729,34,13.53883
6,0,1,22.5123,61,11.31445
5,0,2,22.47784,149,13.79043
5,0,2,22.06129,140,14.99103
5,0,2,27.47376,41,11.29429
6,0,1,22.04696,55,9.847567
6,0,1,22.64078,93,12.93181
5,0,2,22.7624,29,13.07156
5,0,2,26.55726,40,10.68069
4,0,3,23.92848,68,14.46885
5,0,2,23.90509,90,13.8319
6,0,1,21.20162,21,12.59111
4,0,3,28.8801,49,12.29031
5,0,2,22.26275,35,11.8868
5,0,1,21.05204,35,13.17977
5,0,2,22.19175,29,15.01305
6,0,1,23.25148,26,11.72967
4,0,3,27.46635,65,13.51807
5,0,2,21.314,48,15.8208
5,0,2,24.53715,43,11.60008
5,0,2,22.49902,33,13.30157
5,0,2,22.29722,80,12.18605
6,0,1,23.76701,17,12.59089
6,0,1,21.9759,31,11.42729
5,0,1,21.7008,40,13.41609
5,0,2,20.22613,35,14.21842
4,0,3,19.78411,51,15.51772
5,0,2,19.95293,76,12.21832
4,0,2,26.70487,49,14.13521
6,0,1,23.51587,68,10.48107
5,0,2,23.03859,59,13.20319
5,0,2,23.21196,44,14.27794
6,0,1,22.4596,31,12.82402
5,0,2,18.4533,31,15.27978
5,0,2,21.88891,48,13.87268
5,0,2,21.36017,23,13.3237
5,0,2,26.74722,29,12.34373
5,0,2,21.41045,46,15.37133
5,0,2,19.89164,51,13.64345
6,0,1,23.51474,38,10.7871
5,0,1,20.24335,35,10.76121
5,0,2,21.95887,121,14.23363
5,0,2,23.38422,55,14.26208
6,0,1,22.01486,44,13.58973
6,0,1,22.49553,19,11.81629
6,0,2,25.77852,40,10.17268
6,0,1,21.39914,60,13.39749
6,0,2,18.53536,29,13.27156
--------------------------
Using Delta * 1 for P(x)
--------------------------
4,0,3,22.14943,125,13.75959
6,0,1,22.1194,103,10.13828
4,0,3,21.98735,32,14.55598
5,0,2,23.51482,50,11.50083
5,0,2,19.54766,60,13.2707
5,0,2,28.07713,34,10.57489
5,0,2,22.11066,42,13.59361
5,0,2,24.96545,24,10.6704
5,0,2,20.44678,43,14.04303
5,0,2,22.32485,32,12.58781
3,0,4,26.7679,26,10.68868
5,0,2,24.5458,39,12.5021
5,0,2,20.49024,52,14.57326
5,0,3,21.71357,32,11.25476
4,0,3,22.00566,41,12.91006
4,0,3,25.8293,37,14.28266
5,0,2,23.15221,34,14.18141
4,0,3,18.30425,47,16.11989
4,0,3,23.28354,52,14.36129
4,0,3,20.00828,49,16.84359
5,0,3,23.20188,50,13.69051
6,0,1,19.59627,36,12.96202
5,0,2,23.77473,29,15.62104
4,0,3,18.90242,39,17.33512
4,0,3,21.26804,39,16.78052
3,0,3,23.65598,105,14.87473
5,0,2,20.683,26,15.33343
5,0,2,19.56225,196,15.47881
5,0,2,23.16666,71,12.7801
4,0,2,16.10383,71,16.98017
5,0,2,22.44974,29,14.45894
5,0,2,22.29116,49,12.8011
5,0,2,23.07537,36,13.74045
5,0,2,25.08937,36,13.92283
5,0,2,20.36946,40,11.92495
6,0,1,19.4948,33,12.64439
5,0,2,22.34581,29,14.66341
5,0,2,20.57171,35,14.48885
3,0,4,30.74361,73,12.22549
6,0,1,22.09538,42,11.6657
5,0,2,19.34807,34,14.76867
4,0,3,25.95124,30,13.12163
5,0,2,17.52641,205,17.18145
5,0,2,19.27099,64,15.11677
5,0,2,16.26513,31,16.7816
4,0,3,21.70183,28,15.24907
4,0,3,21.22252,52,15.93522
2,0,5,29.83147,45,11.90498
5,0,2,21.79578,59,13.65842
5,0,2,20.85031,69,13.03488
5,0,2,20.18149,48,14.29258
6,0,2,20.82079,43,14.39963
6,0,1,19.5891,18,12.16652
5,0,2,12.81719,121,15.45591
5,0,2,19.80743,39,12.49618
5,0,2,19.02916,48,17.02648
5,0,2,21.34704,47,15.1143
5,0,2,16.4539,23,15.71812
5,0,2,19.20653,147,15.45282
5,0,2,17.73798,46,17.21164
5,0,2,20.6079,60,14.9464
4,0,3,16.04348,120,16.50082
5,0,2,22.06725,32,12.99694
5,0,2,16.21541,35,17.4035
5,0,2,16.9273,33,17.42599
5,0,2,22.58081,27,13.98378
5,0,2,23.0618,47,14.95387
5,0,2,19.18334,25,12.26574
6,0,2,21.83959,36,12.94288
5,0,2,19.76731,120,16.23222
5,0,2,22.40659,52,14.2411
5,0,2,21.41619,16,13.89448
5,0,2,23.22969,30,11.8345
4,0,3,23.66878,39,13.5127
4,0,3,20.84273,45,16.73751
5,0,2,17.75537,36,15.83074
5,0,2,17.30251,31,14.33928
5,0,2,21.69269,36,14.06591
4,0,3,23.85875,87,14.70919
6,0,1,18.21981,74,14.48009
5,0,2,18.58081,40,15.3188
6,0,1,25.14854,32,9.034616
4,0,3,20.89391,52,15.67652
4,0,3,25.55041,207,11.77601
5,0,2,20.89535,179,14.9954
6,0,1,22.98454,48,11.33266
5,0,2,22.84941,331,12.82061
4,0,3,26.79189,67,13.69432
5,0,2,22.11196,50,14.13748
5,0,2,23.16429,63,14.75185
5,0,2,23.25092,25,14.91517
5,0,2,23.5748,41,11.03279
6,0,1,22.7202,112,11.92654
--------------------------
Using Delta * 25 for P(x)
--------------------------
5,0,2,24.04159,36,12.36891
5,0,1,23.41659,46,12.33797
5,0,2,19.89061,31,13.92484
5,0,2,22.39625,56,13.74742
5,0,2,28.34432,27,11.57999
5,0,2,21.37076,49,14.58505
5,0,2,26.0623,60,10.99292
5,0,2,21.35771,77,13.59198
5,0,2,22.47164,42,12.15312
5,0,2,22.28179,31,15.14111
5,0,2,23.49851,38,14.54381
5,0,2,23.65156,25,12.08057
5,0,2,22.27481,107,13.02617
5,0,2,23.2357,41,14.00035
5,0,2,23.79719,44,14.29001
5,0,2,22.12465,42,14.80672
5,0,2,21.61255,96,13.68526
6,0,1,22.7888,199,11.61462
4,0,3,23.67153,43,14.90469
4,0,3,25.07979,42,11.69546
6,0,1,22.99937,174,12.42919
6,0,2,21.99154,31,12.20887
6,0,1,19.34786,21,13.74757
5,0,2,21.24028,20,12.45404
5,0,2,23.91928,24,12.51813
6,0,1,21.30459,26,12.18881
6,0,1,23.45469,41,12.91494
6,0,1,22.04279,36,12.69045
--------------------------
Delta * 10 & 100 Sims P.R.
--------------------------
5,0,2,21.15741,58,13.76414
5,0,2,22.85715,94,13.54274
5,0,2,20.83308,37,14.36974
5,0,2,24.54151,50,12.66761
5,0,2,22.53236,59,13.7905
5,0,2,21.12331,54,14.44504
--------------------------
5,0,2,22.31672,69,13.75053
5,0,2,23.84695,55,13.00186
5,0,2,22.48837,42,13.70722
5,0,2,22.88647,50,13.09451
5,0,2,21.67936,58,13.63148
5,0,2,22.17054,52,14.14307
5,0,2,22.04552,49,13.8892
4,0,2,23.94061,56,13.88234
5,0,2,23.56711,42,13.65324
5,0,2,21.87133,35,13.99128
5,0,2,20.81789,48,14.0558
5,0,2,22.22845,47,14.46651
5,0,2,21.18367,42,14.42327
5,0,2,22.92641,65,13.81822
4,0,2,20.78447,73,15.30846
4,0,3,24.06764,52,13.93119
5,0,2,21.92287,66,13.59893
5,0,2,23.60144,57,13.06632
4,0,3,22.1604,61,14.49023
4,0,2,20.8452,65,15.12069
5,0,2,22.00126,41,13.98722
5,0,2,23.15915,68,13.18091
5,0,2,23.86723,37,13.61199
5,0,2,23.73539,73,13.54889
5,0,2,23.52839,46,13.10808
5,0,2,25.17914,48,12.73733
5,0,2,23.99566,43,13.10069
5,0,2,23.00275,40,13.96678
5,0,2,23.28395,49,12.97466
5,0,2,22.77438,50,12.99802
5,0,2,22.86055,42,13.49932
5,0,2,23.60181,52,12.98957
5,0,2,23.82889,71,13.34193
4,0,3,24.33161,62,13.59103
5,0,2,23.23939,41,13.16007
5,0,2,23.59127,48,13.71981
5,0,2,23.76246,49,13.06132
5,0,2,23.39351,72,13.89417
5,0,2,22.6231,75,14.19897
5,0,2,23.34644,50,13.77164
4,0,3,23.93823,46,13.90031
4,0,2,22.04901,40,14.12922
4,0,2,22.55599,51,14.16908
4,0,3,22.35752,52,14.59703
5,0,2,22.40699,57,13.37186
4,0,2,23.40573,72,14.00491
5,0,2,20.86871,65,14.83103
5,0,2,22.19898,39,13.92599
5,0,2,20.84212,74,14.65459
5,0,2,23.5306,50,13.41523
4,0,2,24.27915,40,13.68393
4,0,2,22.6674,36,14.14211
5,0,2,20.37427,48,14.48442
5,0,2,23.56677,56,13.43563
5,0,2,22.15929,50,13.40781
5,0,2,21.6836,50,14.27117
5,0,2,22.25936,54,13.66022
5,0,2,20.85792,64,14.5726
5,0,2,21.186,37,13.65124
4,0,2,22.17491,47,14.48511
4,0,2,22.75065,53,14.4272
5,0,2,20.50278,44,14.52533
5,0,2,20.86967,50,14.2325
5,0,2,20.87847,39,15.38692
5,0,2,21.61737,102,14.22713
4,0,2,21.01175,42,15.08021
5,0,2,22.13293,71,13.53312
5,0,2,22.78312,46,14.121
5,0,2,23.61669,46,13.72337
5,0,2,23.46009,53,13.73062
5,0,2,23.49583,39,13.26575
4,0,2,23.6895,54,13.6702
5,0,2,23.5816,65,13.89548
5,0,2,23.38632,46,13.82116
5,0,2,19.66102,53,15.4623
4,0,2,22.86622,52,14.15698
5,0,2,21.65374,53,14.7196
5,0,2,22.18286,74,13.64949
5,0,2,21.54057,65,13.71613
5,0,2,22.43833,37,13.93199
5,0,2,23.2461,81,13.6032
5,0,2,22.244,38,13.98946
5,0,2,21.21408,48,14.92905
5,0,2,21.79259,53,14.0581
5,0,2,20.55844,48,14.1352
5,0,2,22.94843,49,13.05012
5,0,2,23.3586,115,13.55542
5,0,2,23.08888,48,13.83701
5,0,2,17.63174,52,15.0513
5,0,2,20.29831,42,14.46111
5,0,2,19.47297,46,14.7445
5,0,2,19.80326,44,14.97609
5,0,2,20.05342,50,14.1282
5,0,2,19.47032,46,14.73699
5,0,2,19.01972,39,14.85962
5,0,2,19.61556,94,15.00448
5,0,2,18.7218,78,14.85533

5,0,2,23.26438,40,13.45524
5,0,2,24.97216,44,12.38219
5,0,2,23.50358,65,13.60601
5,0,2,23.84254,68,13.3447
4,0,2,23.91354,44,13.52066
5,0,2,23.49762,60,13.03123
5,0,2,23.4481,46,13.51635
5,0,2,21.84203,79,13.41705
5,0,2,22.80391,55,13.52372
5,0,2,22.26852,41,13.95815
5,0,2,22.75313,36,14.05352
5,0,2,23.94018,52,12.87315
5,0,2,24.21685,38,12.63971
5,0,2,23.83181,49,13.19476
4,0,3,24.17029,58,13.33565
5,0,2,23.21281,57,13.46686
5,0,2,21.07224,49,14.79335
5,0,2,23.555,48,13.30869
5,0,2,22.04134,49,14.71593
5,0,2,24.06594,64,13.413
4,0,3,25.06127,54,13.31993
4,0,2,22.81374,38,14.16837
5,0,2,23.73261,40,13.62638
5,0,2,23.93544,47,13.00355
4,0,3,25.07017,64,13.76041
5,0,2,23.38329,49,12.76425
5,0,2,23.30355,61,13.496
4,0,2,24.77693,58,12.77528
5,0,2,23.3711,84,14.10189
5,0,2,22.87468,37,13.80092
5,0,2,23.45937,43,13.45048
4,0,3,24.62438,46,13.9225
4,0,3,26.42104,42,13.09376
5,0,2,24.97306,44,12.89925
4,0,3,24.20899,45,13.44361
5,0,2,23.57551,37,13.56141
5,0,2,24.80894,56,12.44621
4,0,2,23.77794,45,13.17075
5,0,2,25.24249,52,12.84393
5,0,2,24.0472,45,13.42093
4,0,2,24.74664,44,12.69215
5,0,2,23.56971,31,13.3788
4,0,2,24.40664,40,13.52035
4,0,2,23.60349,44,14.09444
4,0,3,23.90658,54,14.29585
4,0,3,23.51575,49,13.93978
4,0,3,24.1309,56,14.14797
4,0,2,23.48707,38,13.59907
5,0,2,24.10142,63,12.91271
4,0,3,26.02619,52,13.06133
4,0,3,23.63872,52,13.46819
5,0,2,24.44873,67,12.82259
4,0,2,24.10577,62,13.62238
4,0,2,23.08659,44,14.25075
4,0,2,22.73389,46,13.72383
5,0,2,23.10839,49,14.29603
4,0,3,24.31219,50,13.35315
5,0,2,24.15264,42,13.27269
4,0,2,24.44771,57,13.20669
4,0,2,24.46179,41,13.3193
4,0,2,22.11581,52,13.87313
4,0,2,20.8719,44,15.11742
4,0,2,23.63178,44,13.21299
4,0,3,24.44515,46,13.61422
4,0,2,24.9408,51,12.71522
4,0,2,26.21098,42,12.72998
4,0,3,25.86483,55,13.0836
5,0,2,24.06098,48,12.75364
--------------------------
SCENARIO 1
--------------------------
5,0,2,24.40909,51,13.59574
5,0,2,23.41366,48,13.09685
5,0,2,24.2894,47,13.36583
5,0,2,23.07223,60,13.31859
4,0,3,24.69199,53,13.40129
5,0,2,24.5966,66,13.57855
5,0,2,23.79,35,13.17411
4,0,2,23.51699,53,14.32716
4,0,2,24.99907,83,13.05779
4,0,2,24.66276,57,12.5288
5,0,2,23.41768,72,12.87016
4,0,2,24.25183,37,13.3083
5,0,2,23.625,51,12.94707
4,0,3,24.29977,73,13.12613
4,0,2,23.70685,92,14.21381
5,0,2,25.01391,45,13.06757
5,0,2,23.93703,63,13.14133
4,0,3,23.69944,59,13.67941
4,0,3,24.39943,35,13.9373
5,0,2,23.53442,53,13.77708
4,0,3,24.24933,67,13.24614
4,0,3,24.33533,49,13.98013
5,0,2,23.86328,33,13.75269
5,0,2,25.43084,53,12.45795
5,0,2,23.70821,42,13.55346
5,0,2,23.45424,51,13.34249
5,0,2,23.97092,42,13.182
5,0,2,24.03344,64,13.41744
5,0,2,23.29,41,13.67253
4,0,3,24.44491,96,14.12393
4,0,2,25.95743,57,12.41405
5,0,2,24.52845,39,12.62364
4,0,3,24.24475,60,13.11236
4,0,3,25.01237,37,13.18365
4,0,2,24.78041,49,13.46818
4,0,2,24.0151,54,13.29144
5,0,2,24.81624,51,12.95274
4,0,2,24.25037,61,13.41383
4,0,3,24.85405,49,12.9323
4,0,2,24.85171,47,13.19555
4,0,2,24.33867,45,13.59811
5,0,2,24.13875,38,13.39671
5,0,2,24.47744,42,13.62657
5,0,2,24.23136,59,12.74919
4,0,2,23.88895,44,13.54216
4,0,2,24.65144,56,13.83583
4,0,3,24.68265,38,12.51978
5,0,2,23.90159,46,13.1982
5,0,2,23.14573,37,13.87181
5,0,2,24.231,56,13.43626
5,0,2,25.09087,49,12.80792
4,0,2,25.20758,55,12.93577
4,0,2,23.30754,57,13.52309
4,0,2,24.8686,57,12.89304
5,0,2,24.01755,65,13.65702
4,0,2,24.52955,39,13.77589
4,0,3,24.19061,39,13.33482
4,0,2,24.30773,40,13.38216
5,0,2,23.58192,39,14.14717
5,0,2,23.90139,37,13.41403
5,0,2,24.20681,47,12.75048
4,0,2,25.06758,70,12.71005
4,0,2,26.15964,50,12.05606
4,0,2,24.33591,100,13.62798
4,0,2,25.20763,46,12.45121
5,0,2,23.76556,55,13.1044
5,0,2,22.8379,46,13.94155
4,0,2,24.7863,42,12.73837
5,0,2,23.83311,43,13.68373
4,0,2,24.52571,39,13.14996
4,0,3,24.68178,50,13.18597
5,0,2,25.03254,71,13.27187
4,0,3,25.84759,56,13.08886
4,0,3,24.50698,43,13.60566
5,0,2,24.17669,49,12.92526
4,0,2,25.12432,44,12.99268
5,0,2,24.4559,45,12.70925
5,0,2,24.65054,35,12.97332
