av,al,co,se,ta,tcost
19.5,12,8,7,9.5,0.3083407
19.5,11.5,8,7,9.5,0.2641202
19.5,11.5,7.5,7,9.5,0.2863369
19,11.5,7.5,7,9.5,0.3008839
19,11.5,7,7,9.5,0.7707031
19,11.5,7.5,7,9.5,0.7294931
19,11.5,7.5,7.5,9.5,0.3593953
19.5,11.5,7.5,7.5,9.5,0.3870696
19.5,11.5,7.5,7,9.5,0.431728
19.5,12,7.5,7,9.5,0.5662105
19.5,12,7.5,6.5,9.5,0.6920309
19.5,12,8,6.5,9.5,0.7383231
19.5,12,8,6.5,10,0.2506267
19.5,12,8,6,10,0.50126
19.5,12,8,5.5,10,0.6014551
19.5,12,8,6,10,0.2890225
19.5,12,8,6,9.5,0.5956622
19.5,12.5,8,6,9.5,0.6927544
19.5,12.5,8,5.5,9.5,0.5860641
19.5,12,8,5.5,9.5,0.5002762
19.5,12,8,5.5,9,0.2690334
19.5,12.5,8,5.5,9,0.3451476
19.5,13,8,5.5,9,0.5080115
19.5,13.5,8,5.5,9,0.5022716
19.5,13.5,8,5.5,8.5,0.3356473
19.5,13.5,8,5.5,8,0.2865761
19,13.5,8,5.5,8,0.2754882
19,13.5,8,6,8,0.3838977
19,13,8,6,8,0.3846551
19,12.5,8,6,8,0.5364782
19,12.5,8,5.5,8,0.6574213
19,12.5,8,5,8,0.6998824
19,12.5,7.5,5,8,0.2243551
19,12.5,7.5,4.5,8,0.3434283
19,12.5,7.5,5,8,0.334971
18.5,12.5,7.5,5,8,0.3106574
19,12.5,7.5,5,8,0.2944042
19,12.5,7.5,4.5,8,0.5475352
19,13,7.5,4.5,8,0.5403969
18.5,13,7.5,4.5,8,0.4573146
18.5,13,8,4.5,8,0.4231327
18.5,13,8,4.5,8.5,0.6318491
18.5,13,8,5,8.5,0.5783035
18.5,13,8,5.5,8.5,0.6255609
19,13,8,5.5,8.5,0.2484888
19,13.5,8,5.5,8.5,0.7364855
19.5,13.5,8,5.5,8.5,0.3000665
19.5,13.5,7.5,5.5,8.5,0.2903126
19.5,13.5,7.5,6,8.5,0.3043177
19.5,13.5,7.5,5.5,8.5,0.7024715
19.5,13.5,7.5,5.5,9,0.2728989
19.5,13.5,8,5.5,9,0.218375
19.5,13.5,8,5.5,8.5,0.3115131
19.5,13.5,8,5.5,9,0.3189431
20,13.5,8,5.5,9,0.2306278
20,13.5,8,6,9,0.5708659
19.5,13.5,8,6,9,0.5573226
19.5,13,8,6,9,0.3723142
19.5,13,8.5,6,9,0.3054502
19,13,8.5,6,9,0.3625464
19,13,8.5,6.5,9,0.3253523
19.5,13,8.5,6.5,9,0.4845031
19.5,13,8.5,6,9,0.2647439
20,13,8.5,6,9,0.4270324
20.5,13,8.5,6,9,0.3813629
20.5,13,8,6,9,0.4608364
20.5,13,8,6,8.5,0.2772479
20.5,13,8,6.5,8.5,0.2627477
20.5,13,8,6,8.5,0.3374423
20.5,13,8.5,6,8.5,0.3274128
20.5,13,8.5,6,9,0.7229142
20.5,13,9,6,9,0.4567846
20.5,13,9,6,8.5,0.3268572
20.5,13,9,6,9,0.3316403
20.5,13,9,6,9.5,0.3073607
20.5,13,9,5.5,9.5,0.2906493
20.5,13.5,9,5.5,9.5,0.281122
20.5,13.5,8.5,5.5,9.5,0.3190494
20.5,13.5,8.5,6,9.5,0.3536054
20.5,13.5,8,6,9.5,0.6544403
20.5,14,8,6,9.5,0.4805355
20.5,14,8.5,6,9.5,0.4279349
20.5,14,8.5,6.5,9.5,0.2446685
20.5,13.5,8.5,6.5,9.5,0.3251895
20.5,13.5,8.5,7,9.5,0.4054038
20.5,13.5,8.5,7.5,9.5,0.3644266
20.5,13.5,9,7.5,9.5,0.2514118
20.5,13,9,7.5,9.5,0.2529988
20.5,13,9,7.5,10,0.2845824
20.5,13,8.5,7.5,10,0.2757497
3,15,14,5,3,0.4637731
3,15,14,5.5,3,0.7236401
2.5,15,14,5.5,3,0.3140976
2.5,14.5,14,5.5,3,0.4003265
2.5,15,14,5.5,3,0.5601485
2.5,15,14,5,3,0.3502914
2.5,15,13.5,5,3,0.4689496
2.5,15,14,5,3,0.4709527
2.5,15,14.5,5,3,0.5022537
2.5,15,14.5,5,2.5,0.4264975
3,15,14.5,5,2.5,0.6739663
3.5,15,14.5,5,2.5,0.7593377
3,15,14.5,5,2.5,0.5567417
3,15,14.5,5,2,0.5971254
3,15,14.5,4.5,2,0.7374761
3,15.5,14.5,4.5,2,0.6552352
2.5,15.5,14.5,4.5,2,0.6098552
2.5,15,14.5,4.5,2,0.7510673
2.5,15,15,4.5,2,0.3165601
2,15,15,4.5,2,0.4550441
2,15.5,15,4.5,2,0.4451059
2.5,15.5,15,4.5,2,0.3442546
2.5,15.5,15,4.5,2.5,0.6965511
2.5,15.5,15.5,4.5,2.5,0.2368679
2.5,15.5,15.5,4,2.5,0.6590731
2.5,16,15.5,4,2.5,0.6044309
3,16,15.5,4,2.5,0.497642
3,16,15.5,3.5,2.5,0.6038324
3,16,15,3.5,2.5,0.5330822
3.5,16,15,3.5,2.5,0.7114763
3.5,16,15.5,3.5,2.5,0.5045817
3,16,15.5,3.5,2.5,0.7239629
3,15.5,15.5,3.5,2.5,0.4489601
3,15.5,15.5,4,2.5,0.5246361
3,15.5,15.5,4.5,2.5,0.4165682
3,15,15.5,4.5,2.5,0.2024013
2.5,15,15.5,4.5,2.5,0.2945865
2.5,15,16,4.5,2.5,0.430829
2.5,15,16,4,2.5,0.4373197
2.5,15,15.5,4,2.5,0.6783907
2.5,15,15.5,3.5,2.5,0.7656767
2.5,15.5,15.5,3.5,2.5,0.7936357
2.5,15.5,16,3.5,2.5,0.4605782
2,15.5,16,3.5,2.5,0.7667631
2,15.5,16.5,3.5,2.5,0.3926699
2,15.5,17,3.5,2.5,0.7665526
2,15.5,17,3,2.5,0.5422161
2,15.5,16.5,3,2.5,0.726022
2,15.5,16.5,2.5,2.5,0.8087111
2,16,16.5,2.5,2.5,0.5822567
2,16,16.5,2.5,3,0.6877642
2.5,16,16.5,2.5,3,0.8025368
2,16,16.5,2.5,3,0.7920875
2,16,17,2.5,3,0.7287697
2,16,17,3,3,0.800167
2,16,17,2.5,3,0.6707503
2.5,16,17,2.5,3,0.5452753
2.5,16,17,2.5,3.5,0.4274699
3,16,17,2.5,3.5,0.4835672
3,15.5,17,2.5,3.5,0.7120593
3,15.5,17.5,2.5,3.5,0.607492
3,15.5,17.5,2.5,4,0.8332002
3,16,17.5,2.5,4,0.7326482
3,16,17.5,2.5,4.5,0.6891414
3,16,17.5,3,4.5,0.6820168
3.5,16,17.5,3,4.5,0.8367034
3,16,17.5,3,4.5,0.8184195
3,16,17.5,3.5,4.5,0.6054615
3,16.5,17.5,3.5,4.5,0.5350803
3.5,16.5,17.5,3.5,4.5,0.6445704
3.5,16.5,17.5,3.5,4,0.7282921
3.5,16.5,17.5,3.5,4.5,0.5727865
3.5,16.5,17.5,4,4.5,0.5263733
3.5,16.5,17.5,4,5,0.7299355
3.5,16.5,17.5,4,5.5,0.3462938
3.5,16.5,17.5,4,5,0.7349362
3.5,16,17.5,4,5,0.4608144
3.5,15.5,17.5,4,5,0.7510366
3.5,15.5,17,4,5,0.5888642
3.5,15.5,17,4,4.5,0.6459424
3.5,15.5,17,4,5,0.5382248
3.5,15.5,17,4,4.5,0.4536327
4,15.5,17,4,4.5,0.4780679
4,16,17,4,4.5,0.6529112
4,16.5,17,4,4.5,0.7309054
4,16.5,17,4,4,0.4369272
3.5,16.5,17,4,4,0.6882966
3,16.5,17,4,4,0.7841704
3,16.5,17,4,4.5,0.507475
3.5,16.5,17,4,4.5,0.8220849
4,16.5,17,4,4.5,0.4301347
4,16.5,17,3.5,4.5,0.5753762
4.5,16.5,17,3.5,4.5,0.3902205
4.5,16.5,17,3.5,5,0.4527946
4.5,17,17,3.5,5,0.5293079
4.5,17,16.5,3.5,5,0.62194
4.5,17.5,16.5,3.5,5,0.6958373
4.5,17.5,16.5,3.5,4.5,0.7463948
4.5,17.5,16.5,3,4.5,0.7558172
4.5,17,16.5,3,4.5,0.6981438
5,17,16.5,3,4.5,0.6466197
5,16.5,16.5,3,4.5,0.8070285
5,16.5,17,3,4.5,0.6036192
5,16,17,3,4.5,0.5866449
5,16,17,3,4,0.476171
5,16,17,3,3.5,0.4250446
5,16,17.5,3,3.5,0.5698617
5,16,17.5,3.5,3.5,0.5918484
5,16.5,17.5,3.5,3.5,0.7367843
5,17,17.5,3.5,3.5,0.4550628
5,17.5,17.5,3.5,3.5,0.5380003
5,17.5,18,3.5,3.5,0.7870672
5,17,18,3.5,3.5,0.7706563
5,17,18.5,3.5,3.5,0.5561055
5.5,17,18.5,3.5,3.5,0.6433468
6,17,18.5,3.5,3.5,0.6366184
6,17,18.5,3,3.5,0.4994939
6,16.5,18.5,3,3.5,0.5308208
6,16.5,18.5,3.5,3.5,0.4719612
6,16.5,18.5,3.5,3,0.5082056
6,16.5,18.5,3.5,3.5,0.6030313
6,16,18.5,3.5,3.5,0.6667285
5.5,16,18.5,3.5,3.5,0.618341
5,16,18.5,3.5,3.5,0.763113
5,16,18.5,3.5,3,0.3747597
5,16.5,18.5,3.5,3,0.4322473
5,16.5,18,3.5,3,0.6774079
5,16.5,18,3,3,0.5684159
5,16.5,18,3,2.5,0.6155488
5,16.5,18,2.5,2.5,0.4071744
5,16.5,18,2.5,2,0.8169655
5,17,18,2.5,2,0.6467831
5,17,17.5,2.5,2,0.4702365
5,17,17,2.5,2,0.723883
5,17,16.5,2.5,2,0.8303648
4.5,17,16.5,2.5,2,0.4770391
4,17,16.5,2.5,2,0.7025381
4,17.5,16.5,2.5,2,0.6613392
4,17.5,16,2.5,2,0.8188947
4,17.5,16,2,2,0.7528008
3.5,17.5,16,2,2,0.8311617
3.5,17,16,2,2,0.8343908
3.5,17,15.5,2,2,0.736473
3.5,17,16,2,2,0.919568
3.5,17.5,16,2,2,0.9557334
4,17.5,16,2,2,0.878572
4,18,16,2,2,0.8340333
4,18,16,2,1.5,0.9503234
4,18,16,2,1,0.8770496
4,18,15.5,2,1,0.813422
4,18,15.5,2.5,1,0.5133414
4,18.5,15.5,2.5,1,0.5221937
3.5,18.5,15.5,2.5,1,0.7037347
3.5,19,15.5,2.5,1,0.6386247
3.5,19,16,2.5,1,0.7313108
4,19,16,2.5,1,0.6872127
4,18.5,16,2.5,1,0.6110739
4,18,16,2.5,1,0.5590953
4,18,15.5,2.5,1,0.479117
2,10,19,11,5,0.3824108
2,9.5,19,11,5,0.3622263
2,9.5,19.5,11,5,0.4613143
2,10,19.5,11,5,0.7279695
2,10,19,11,5,0.6827688
2,10.5,19,11,5,0.4511788
2,10.5,18.5,11,5,0.6583797
2,10.5,18.5,11,4.5,0.2671331
2,10.5,19,11,4.5,0.2831958
2,11,19,11,4.5,0.5191728
2,11,18.5,11,4.5,0.5801737
2,11,18.5,11.5,4.5,0.6276571
2,11,18.5,11,4.5,0.3997818
2,10.5,18.5,11,4.5,0.7218885
2,10.5,18.5,11.5,4.5,0.321635
2,10.5,18.5,11.5,5,0.5707729
2,10,18.5,11.5,5,0.303335
2,10,18.5,12,5,0.6759206
2,10,18.5,12,4.5,0.4162557
2,10,18,12,4.5,0.277985
2.5,10,18,12,4.5,0.5925633
2.5,10,18,12,4,0.3766491
2,10,18,12,4,0.7293634
2,10,18,12,4.5,0.5387475
2,10,18,11.5,4.5,0.6523048
2,10,18.5,11.5,4.5,0.6386138
2,10,18.5,12,4.5,0.7231979
2,10,18.5,11.5,4.5,0.5259057
2,10,18.5,12,4.5,0.4242533
2,10,19,12,4.5,0.4700997
2,10,19,12,5,0.6158558
2,10,19,12,4.5,0.465599
1.5,10,19,12,4.5,0.4576632
1.5,10.5,19,12,4.5,0.3934481
2,10.5,19,12,4.5,0.5616004
1.5,10.5,19,12,4.5,0.2973146
1.5,10.5,19,12.5,4.5,0.7373545
1.5,10.5,19,12.5,5,0.6825718
1.5,10.5,19,12.5,5.5,0.3172958
2,10.5,19,12.5,5.5,0.3594235
2,10.5,18.5,12.5,5.5,0.3520997
2,11,18.5,12.5,5.5,0.4375644
2,11,18.5,13,5.5,0.4734994
2,11,19,13,5.5,0.3684976
2,11,19,13,6,0.5146314
1.5,11,19,13,6,0.5658836
1,11,19,13,6,0.32502
1.5,11,19,13,6,0.4652358
1.5,11,19,13,5.5,0.3328637
1,11,19,13,5.5,0.2963535
0.5,11,19,13,5.5,0.407301
0.5,11,19,13,6,0.6946049
0.5,11.5,19,13,6,0.4551366
0.5,11.5,19,12.5,6,0.4209535
1,11.5,19,12.5,6,0.6823849
1,11.5,19,12,6,0.6917498
1,11.5,19,11.5,6,0.3199643
1,11.5,19,11,6,0.3047825
1,11.5,18.5,11,6,0.5377631
1,11,18.5,11,6,0.26142
1,11,19,11,6,0.4467498
1,11,19,11.5,6,0.7067271
1,11,19,11.5,6.5,0.6267095
1,11,19.5,11.5,6.5,0.5139207
1,10.5,19.5,11.5,6.5,0.6440238
1,10.5,19.5,11.5,7,0.7383091
1,10.5,19.5,11,7,0.296837
0.5,10.5,19.5,11,7,0.6198337
0.5,10.5,19.5,11,7.5,0.4088694
0.5,10.5,19.5,11,8,0.5595695
0.5,10.5,19.5,11.5,8,0.2886006
0.5,10.5,19.5,11,8,0.4282344
0.5,10.5,19.5,11.5,8,0.6737266
0,10.5,19.5,11.5,8,0.6508283
0,10.5,19.5,12,8,0.3789636
0,10.5,19.5,12.5,8,0.5048645
0,10.5,19,12.5,8,0.4158094
0,10.5,19.5,12.5,8,0.5660096
0,10.5,19.5,12.5,8.5,0.673628
0,11,19.5,12.5,8.5,0.3336051
0,11,19,12.5,8.5,0.3450963
0,11,19,12.5,8,0.6893825
0,11,19,12.5,8.5,0.4153369
0,11,19,12.5,8,0.4701175
0,11,19,12,8,0.7141041
4,5,10,2,17,0.7411596
4,5,10,1.5,17,0.527269
4.5,5,10,1.5,17,0.7681834
4.5,5,10.5,1.5,17,0.8060054
5,5,10.5,1.5,17,0.7699552
5,5,10.5,2,17,0.7430605
5,5,11,2,17,0.6078999
5,5,11,2.5,17,0.6793226
5.5,5,11,2.5,17,0.4369288
5.5,5,11,3,17,0.3548405
5.5,5,11.5,3,17,0.4925252
5.5,5,12,3,17,0.6138119
5.5,5,12,3.5,17,0.7379775
5.5,5,12,4,17,0.3966382
5,5,12,4,17,0.3368714
4.5,5,12,4,17,0.7624578
4.5,5,12,4,16.5,0.4000143
4.5,5,12,4,16,0.37429
4.5,4.5,12,4,16,0.5031491
4.5,4,12,4,16,0.46991
4.5,4,12,4,15.5,0.7154112
4.5,4,12.5,4,15.5,0.7818037
4.5,4,12.5,4.5,15.5,0.4926479
4,4,12.5,4.5,15.5,0.5116998
4,3.5,12.5,4.5,15.5,0.5313613
4,3.5,12.5,4,15.5,0.5695378
4,3.5,12.5,3.5,15.5,0.3484459
4,3.5,12.5,3.5,15,0.4698282
3.5,3.5,12.5,3.5,15,0.5698483
3.5,3.5,12.5,3.5,15.5,0.4758366
4,3.5,12.5,3.5,15.5,0.4046184
3.5,3.5,12.5,3.5,15.5,0.4257558
3.5,3,12.5,3.5,15.5,0.6442164
3.5,3,12.5,3.5,16,0.5327337
3.5,3,12,3.5,16,0.7626464
3.5,3,12,3.5,15.5,0.327855
3.5,3,12,3,15.5,0.5630317
3.5,3.5,12,3,15.5,0.6061416
3.5,3.5,12,3,16,0.6785707
3.5,4,12,3,16,0.4483824
4,4,12,3,16,0.6912525
3.5,4,12,3,16,0.4758687
3.5,4,12.5,3,16,0.5432907
3.5,4,12.5,3,16.5,0.4583538
3.5,4,12.5,3,17,0.3730753
4,4,12.5,3,17,0.7078493
4,4,13,3,17,0.4269636
4,4.5,13,3,17,0.6201135
4,4.5,12.5,3,17,0.6651834
4,4.5,12.5,2.5,17,0.2769767
4,4.5,12.5,2.5,16.5,0.6000168
4,4.5,12,2.5,16.5,0.5318412
4,4.5,12,3,16.5,0.5798391
4.5,4.5,12,3,16.5,0.3977173
4,4.5,12,3,16.5,0.3676764
16,17,7,15,7,0.6555769
16,17,6.5,15,7,0.6810495
16.5,17,6.5,15,7,0.621354
16.5,17,7,15,7,0.4171965
16,17,7,15,7,0.2601028
16,17,7,15.5,7,0.3009019
16.5,17,7,15.5,7,0.6265633
16.5,17,7.5,15.5,7,0.3416721
16,17,7.5,15.5,7,0.6064976
16,17,8,15.5,7,0.6640642
16,17,8,15,7,0.4862128
16,17,8.5,15,7,0.3896548
16,17.5,8.5,15,7,0.2965856
16,17.5,8.5,15.5,7,0.3595785
16,17.5,9,15.5,7,0.6041711
16.5,17.5,9,15.5,7,0.3787382
16.5,17.5,8.5,15.5,7,0.2333609
16.5,17.5,8.5,16,7,0.6870738
16.5,17.5,8.5,16,7.5,0.4026775
16.5,17,8.5,16,7.5,0.4703408
16.5,17,8.5,16,7,0.361816
16.5,17,8,16,7,0.6851739
16.5,17,8,15.5,7,0.3968679
16.5,17,7.5,15.5,7,0.6673766
16.5,17,7.5,16,7,0.7234926
16.5,17,7.5,16,6.5,0.5664292
16.5,17,8,16,6.5,0.3347138
16.5,16.5,8,16,6.5,0.3960501
16.5,16.5,8,16,7,0.2526558
16.5,16.5,7.5,16,7,0.6678317
16.5,16.5,7.5,15.5,7,0.403771
16.5,16.5,7.5,16,7,0.6571612
16.5,16.5,7.5,15.5,7,0.3221255
16.5,16.5,8,15.5,7,0.4761228
16.5,16.5,8,15.5,6.5,0.2510455
17,16.5,8,15.5,6.5,0.3535872
17,16.5,8.5,15.5,6.5,0.713667
17,16.5,8.5,16,6.5,0.6671211
17,16.5,9,16,6.5,0.2635523
16.5,16.5,9,16,6.5,0.29989
16,16.5,9,16,6.5,0.3897841
16,16.5,9,16.5,6.5,0.3859658
16,17,9,16.5,6.5,0.3015055
16,16.5,9,16.5,6.5,0.2419825
16,16.5,9,16,6.5,0.4697803
16,16.5,8.5,16,6.5,0.7258281
16,16,8.5,16,6.5,0.4718364
16,16,8.5,15.5,6.5,0.3611613
16.5,16,8.5,15.5,6.5,0.3166863
17,16,8.5,15.5,6.5,0.386585
16.5,16,8.5,15.5,6.5,0.3579829
16.5,16,8.5,15.5,7,0.3287152
16.5,16,8,15.5,7,0.2874174
16.5,16,8,15.5,6.5,0.2780399
16.5,16,8,16,6.5,0.351611
16.5,16,8,16.5,6.5,0.3233006
16.5,16,8.5,16.5,6.5,0.3800591
16,16,8.5,16.5,6.5,0.3673729
16,16,8,16.5,6.5,0.356642
