-0.2618,0
-0.2336,0.00626421
-0.2336,0.01048088
-0.2336,0.01326323
-0.2336,0.01710749
-0.1776,0.02861881
-0.1776,0.03172779
-0.1776,0.03493452
-0.1776,0.03997278
-0.1776,0.04362679
-0.1776,0.04712248
-0.0941,0.0506978
-0.0941,0.05599022
-0.0941,0.06006479
-0.0941,0.06374741
-0.0941,0.0674181
-0.0941,0.0722599
-0.0398,0.07558918
-0.0398,0.07867527
-0.0398,0.08152151
-0.0398,0.08412123
-0.0398,0.08896685
-0.0398,0.09233952
-0.0398,0.09525967
-0.0398,0.0982337
-0.0144,0.1009474
-0.0144,0.1058631
-0.0144,0.1090326
-0.0144,0.1120372
-0.0144,0.1150885
-0.0144,0.1235914
-0.0175,0.1259289
-0.0175,0.1292005
-0.0175,0.1320286
-0.0175,0.1348376
-0.0175,0.1388712
-0.0175,0.1425195
-0.0175,0.146431
0.0077,0.150218
0.0077,0.1558747
0.0077,0.1589708
0.0077,0.1619821
0.0077,0.1650138
0.0077,0.1677237
0.0077,0.1722813
0.0043,0.1756549
0.0043,0.1787539
0.0043,0.1815205
0.0043,0.184236
0.0043,0.1889696
0.0043,0.192255
0.0043,0.1953058
0.0043,0.1983218
0.0022,0.2010198
0.0022,0.2059979
0.0022,0.2097511
0.0022,0.213531
0.0022,0.2175407
0.0022,0.2222176
0.0017,0.2255588
0.0017,0.2287765
0.0017,0.2315249
0.0017,0.2343168
0.0017,0.2389874
0.0017,0.2425194
0.0017,0.2453337
0.0017,0.2484112
-0.0004,0.2511349
-0.0004,0.25599
-0.0004,0.2590466
-0.0004,0.2620807
-0.0004,0.2650151
-0.0004,0.2677898
0.0033,0.2788253
KEYPRESS,0.2827816
0.2651,0.2827816
0.2651,0.2855196
0.2651,0.2895679
0.2651,0.292645
0.2651,0.2955818
0.2651,0.2985277
0.2406,0.3010421
0.2406,0.3059878
0.2406,0.309927
0.2406,0.3136511
0.2406,0.3175282
0.2406,0.3221655
0.1883,0.3254647
0.1883,0.3287559
0.1883,0.33183
0.1883,0.334619
0.1883,0.3393764
0.1883,0.3486724
0.1083,0.350842
0.1083,0.355999
0.1083,0.3590631
0.1083,0.3622494
0.1083,0.365242
0.1083,0.3677964
0.1083,0.3725524
0.048,0.3769317
0.048,0.3811698
0.048,0.3853493
0.048,0.389256
0.048,0.3924589
0.048,0.3954511
0.048,0.3985367
0.0167,0.4011197
0.0167,0.4059973
0.0167,0.4089351
0.0167,0.4119353
0.0167,0.4151192
0.0167,0.4180021
0.0139,0.4283252
0.0139,0.4314203
0.0139,0.4346623
0.0139,0.4390922
0.0139,0.4435353
0.0139,0.4483895
0.0236,0.4519134
0.0236,0.4558311
0.0236,0.4585276
0.0236,0.4614429
0.0236,0.4645419
0.0236,0.4675164
0.0236,0.4723182
0.005,0.4756689
0.005,0.4787393
0.005,0.4816337
0.005,0.4842081
0.005,0.4891677
0.005,0.4925909
0.005,0.4955711
0.005,0.4986224
-0.0049,0.5014348
-0.0049,0.5058656
-0.0049,0.5089297
-0.0049,0.5120854
-0.0049,0.5151148
-0.0049,0.5178165
-0.0049,0.5223751
0.0141,0.525332
0.0141,0.5285158
0.0141,0.5313244
0.0141,0.5343437
0.0141,0.5399036
0.0141,0.5439224
0.0141,0.5481482
0.0055,0.5521135
0.0055,0.5562892
0.0055,0.5594411
0.0055,0.5624986
0.0055,0.5653472
0.0055,0.5680776
-0.0201,0.5780063
-0.0201,0.5809116
-0.0201,0.5840392
-0.0201,0.5891271
-0.0201,0.5921373
-0.0201,0.5950227
-0.0201,0.5980182
-0.0183,0.6009402
-0.0183,0.6054959
-0.0183,0.6098404
-0.0183,0.6140418
-0.0183,0.6180134
-0.0183,0.6225004
0.0127,0.62568
0.0127,0.6288195
0.0127,0.631629
0.0127,0.6344318
0.0127,0.638999
0.0127,0.6422634
0.0127,0.6453371
0.0127,0.648313
0.0161,0.6510363
0.0161,0.65623
0.0161,0.6588402
0.0161,0.6619201
0.0161,0.6649151
0.0161,0.6677165
0.0161,0.6723957
-0.0097,0.6768146
-0.0097,0.6813474
-0.0097,0.6855245
-0.0097,0.6888852
-0.0097,0.6918221
-0.0097,0.6948547
-0.0097,0.6980047
-0.0079,0.7008219
-0.0079,0.7057958
-0.0079,0.7089891
-0.0079,0.7120228
-0.0079,0.7148137
